Area,Total Population,Age Under 5,Age 5-9,Age 10-14,Age 15-19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85 and Over,Median Age,Sex Ratio (Males per 100 Females),Civilian Employed Total,"Occ. Management, Business, Science, Arts",Occ. Services,Occ. Sales and Office,"Occ. Natural Resources, Construction, Maintenance","Occ. Production, Transportation, Material Moving",Median HH Income,Mean HH Income
"Cadillac, MI Micro Area",49024,2786,3478,2954,2990,2324,2798,2952,2785,2987,2624,3010,3190,4075,3272,2811,1484,1372,1132,42.3,101.9,20663,6488,3017,3955,2500,4703,62833,80131
"Calhoun, GA Micro Area",58336,3342,3626,4271,3763,3616,3673,4134,3837,3624,3796,4122,3390,4162,3469,1878,1405,1400,828,38.8,98.9,26845,8170,3856,5650,3205,5964,61997,84572
"Cambridge, MD Micro Area",32612,1751,1682,2023,2229,1464,1754,1931,1893,1807,1869,1877,2505,2473,2168,2202,1444,1052,488,43.9,87.3,14749,4791,3320,2651,1654,2333,60495,82059
"Cambridge, OH Micro Area",38283,2198,2132,2575,2338,2101,2460,2369,2078,2149,2160,2485,3107,2498,2659,1995,1414,843,722,42.7,99.6,16522,4790,3045,3230,1653,3804,55756,74239
"Camden, AR Micro Area",27034,1392,1318,2022,1805,1450,1494,1371,1678,1482,1498,1680,2144,1959,2194,1230,1014,563,740,44.1,95.0,10431,3163,1706,1772,1152,2638,52267,64855
"Campbellsville, KY Micro Area",37483,2161,2378,2438,2680,2398,2288,2287,2184,2025,2022,2230,2643,2579,2463,1631,1536,851,689,39.8,98.1,16648,4878,2640,3814,1778,3538,55929,68722
"Cañon City, CO Micro Area",49394,1865,1947,2505,2360,2289,3521,3463,3631,3168,3066,3353,3535,3617,3917,2753,2027,1244,1133,44.9,138.9,17576,5774,4661,3152,2009,1980,61027,82233
"Canton, IL Micro Area",33259,1619,1844,1900,1833,1776,2138,1941,1941,2253,2106,2161,2321,2415,2486,1670,1257,868,730,43.7,108.8,14324,4291,2732,2764,1841,2696,58617,79511
"Canton-Massillon, OH Metro Area",400495,21999,23956,24649,25065,23437,24118,23713,23673,23783,22920,25616,28661,27953,24869,22977,14302,9205,9599,42.1,96.3,191301,67513,32131,39580,15694,36383,65666,84690
"Cape Coral-Fort Myers, FL Metro Area",792692,35395,36968,39613,41403,39342,41404,43296,43855,39994,41958,47267,53355,59362,61137,60763,49999,31246,26335,49.3,96.8,342267,120174,66004,82238,39867,33984,73099,102290
"Cape Girardeau, MO-IL Metro Area",97813,5477,5736,6071,7255,9124,5848,5854,5562,5820,5309,5595,6242,6337,5551,4668,3241,2166,1957,38.1,95.8,48585,18265,8587,10778,4215,6740,67267,85031
"Carbondale, IL Micro Area",52706,2790,2628,2827,4393,8264,3768,3180,2814,2626,2466,2532,2840,3001,3007,2219,1322,944,1085,32.9,97.5,23045,9221,4677,4542,1931,2674,45572,69513
"Carlsbad-Artesia, NM Micro Area",61114,4278,4337,4636,4007,3965,4122,4409,4703,3840,3254,3412,3501,3716,2921,2575,1371,1381,686,35.9,106.6,27667,9905,3985,5092,4630,4055,79605,98075
"Carroll, IA Micro Area",20677,1159,1303,1558,1375,1233,1103,1072,976,1358,1052,1193,1425,1537,1448,905,710,490,780,41.8,102.1,10594,3462,1628,2303,1094,2107,68528,86355
"Carson City, NV Metro Area",58364,2980,3339,3329,3251,3296,3642,4067,3428,3647,3333,3590,4021,4313,3376,3928,2033,1249,1542,42.1,107.8,27220,8864,5993,5847,2322,4194,71809,93302
"Casper, WY Metro Area",79735,4662,5086,5941,5360,4280,5051,5671,5969,5494,4296,4549,5131,5165,4797,3387,2205,1437,1254,38.2,102.4,40237,15663,7137,7652,4757,5028,71247,95793
"Cedar City, UT Micro Area",60201,4015,4712,4932,5727,6756,4066,3733,3541,3366,3006,2735,2751,2802,2820,2303,1350,818,768,29.9,99.5,28405,9564,5394,5695,3612,4140,65527,86314
"Cedar Rapids, IA Metro Area",275960,16140,16801,18328,18113,16987,17733,17906,18110,18271,16372,16997,18282,17858,15919,11911,8322,5873,6037,39.3,99.0,143571,57738,20143,29928,12675,23087,77084,100451
"Cedartown, GA Micro Area",43365,2837,2930,3251,2857,2629,2962,2600,2339,3178,2724,2820,2357,3154,2383,1706,1388,698,552,38.5,96.8,17865,4683,3174,3645,2081,4282,55308,74563
"Celina, OH Micro Area",42438,3062,2902,3386,2812,2320,2376,2392,2273,2421,2421,2394,2868,2908,2618,2058,1253,868,1106,39.1,102.7,21631,6933,2906,4009,2079,5704,78036,90650
"Centralia, IL Micro Area",37294,2370,2215,2687,2327,1853,2231,2213,2127,2350,2104,2214,2603,2602,2379,1999,1133,871,1016,41.3,96.7,16558,4944,3093,2944,1442,4135,60839,76720
"Centralia, WA Micro Area",83925,4732,5031,5226,4882,4160,4969,5143,5495,4755,4759,5102,5455,6437,5817,4975,3233,1932,1822,42.4,101.5,35277,11573,5946,6666,5298,5794,69690,86552
"Chambersburg, PA Metro Area",156626,8827,10119,9432,9587,8146,9301,9719,9130,9375,9695,10528,10383,11097,8277,9527,5719,3490,4274,42.2,98.0,75094,26205,11236,14888,7275,15490,74946,95559
"Champaign-Urbana, IL Metro Area",236196,12476,12413,13587,22275,33717,16284,15142,14500,13258,11958,11649,12338,12529,11177,9197,5993,3722,3981,32.3,99.0,114410,55415,18622,20088,7050,13235,64558,90105
"Charleston, WV Metro Area",207456,10285,10995,12808,12224,11161,12440,12176,10920,13887,12832,13300,14281,15221,14460,12875,8058,4487,5046,43.9,95.1,86279,34295,15687,19353,7247,9697,58089,79420
"Charleston-Mattoon, IL Micro Area",46689,2367,2262,2465,3519,5775,2721,2959,2222,2983,2411,2544,2914,3103,2878,2000,1117,1082,1367,38.2,96.8,22733,8051,4150,4507,2157,3868,56040,77632
"Charleston-North Charleston, SC Metro Area",817756,47858,49139,51072,49352,49700,58600,63176,61572,53896,48830,49468,49363,54186,44776,37157,22810,14054,12747,38.1,95.9,405245,177675,61932,80805,35905,48928,82272,114464
"Charlotte-Concord-Gastonia, NC-SC Metro Area",2712818,161309,173417,184796,181251,163955,187302,196229,186690,189952,184918,186685,171633,161089,128084,107322,69790,40092,38304,37.9,95.3,1385603,607454,188078,286420,114430,189221,80201,113387
"Charlottesville, VA Metro Area",222937,11724,11799,12114,16675,17461,14728,14790,14243,13334,12429,12840,14361,13845,13935,11446,7399,5137,4677,39.3,92.4,110966,60263,17213,18740,7412,7338,90552,125529
"Chattanooga, TN-GA Metro Area",569333,32179,32974,34577,34925,32883,38422,39108,36282,35854,34737,36625,37127,38230,34245,28302,18716,12522,11625,40.4,95.6,273551,107070,41732,58254,23982,42513,68666,96110
"Cheyenne, WY Metro Area",100661,5854,6509,6489,6403,6491,6923,7314,6448,6764,5689,5825,6249,6697,5300,5153,2543,1903,2107,38.2,103.3,48612,20029,7726,9787,5397,5673,77884,99326
"Chicago-Naperville-Elgin, IL-IN Metro Area",9359555,524279,569830,611642,616895,588433,656995,663692,656219,621204,593709,605011,607334,584718,492070,381722,250823,162675,172304,38.4,97.0,4711018,2083333,723683,933711,308927,661364,88850,122980
"Chico, CA Metro Area",209470,11053,12251,12086,14875,22959,14186,13224,13449,11274,10609,10923,12139,12388,12260,10704,6787,4526,3777,36.3,99.0,93949,37282,20246,19515,7786,9120,68574,96124
"Chillicothe, OH Micro Area",76748,4272,4125,5045,4350,4302,5119,4850,5316,4761,5028,5388,5287,5473,4609,3563,2198,1780,1282,41.0,108.9,32118,10123,6209,5484,3576,6726,59819,78138
"Cincinnati, OH-KY-IN Metro Area",2255257,135584,145725,151503,153502,145183,148706,151866,150535,138788,132533,140298,147267,149415,126783,96271,61726,39469,40103,38.2,97.5,1124225,490211,170364,227788,76416,159446,79490,107457
"Clarksburg, WV Micro Area",89717,4605,5013,5630,5334,4543,5306,5375,5493,5811,5643,5930,6588,6264,5876,4825,3432,2025,2024,42.9,100.0,38413,13791,7181,8328,4182,4931,58376,81100
"Clarksdale, MS Micro Area",20808,1533,1410,1782,1582,1393,1339,1234,1243,1114,1036,1164,1288,1330,1148,934,494,375,409,35.7,87.1,7439,2586,1717,1458,742,936,36259,54806
"Clarksville, TN-KY Metro Area",328626,26529,24605,23773,21381,28196,30308,26619,23253,19758,17583,16367,15819,16927,13990,9299,6879,3880,3460,31.9,101.8,132152,46301,24179,27084,13371,21217,66210,82303
"Clearlake, CA Micro Area",68139,3740,4312,4245,3801,3106,3517,4070,3902,3913,3475,3940,4793,5220,5264,4535,3067,1788,1451,44.2,100.8,24875,7686,5828,4613,3826,2922,58738,86272
"Cleveland, MS Micro Area",30163,1972,1907,2372,2142,1997,1939,2045,1831,1776,1654,1668,1974,1861,1805,1360,813,503,544,36.6,88.6,10860,3752,2057,2182,1225,1644,37315,62065
"Cleveland, OH Metro Area",2171978,115870,123728,131586,131562,127284,140567,141789,131296,131632,125888,139751,149080,159113,139950,110345,72331,48337,51869,41.6,95.0,1060356,445241,169406,220727,72585,152397,68507,96273
"Cleveland, TN Metro Area",127445,6980,7704,7789,8302,8311,7971,7961,8435,6907,8421,8774,8681,8805,6854,6402,4278,2384,2486,40.2,96.5,59133,20055,9351,12067,5065,12595,63490,81994
"Clewiston, FL Micro Area",53122,3375,2751,3766,3472,3958,3362,3638,3741,3433,3409,3293,3349,2762,2652,2080,1783,1496,802,38.5,123.1,22765,5780,3416,4539,5674,3356,48979,71531
"Clinton, IA Micro Area",46383,2630,2415,3727,2746,2638,2451,2705,2507,2747,2536,3046,3075,3859,3046,2382,1556,1184,1133,42.5,97.1,21781,7207,2950,4348,2427,4849,65177,85010
"Clovis, NM Micro Area",66934,4917,4841,5115,5029,6162,5749,4684,4544,3670,3300,2937,3364,3667,3025,2107,1521,1202,1100,31.9,102.6,26259,8097,5098,5114,3209,4741,55193,71737
"Coamo, PR Micro Area",54358,1859,2548,3201,3246,3227,3431,3392,3585,3740,4060,3940,3413,4200,3054,3147,1821,1234,1260,43.7,93.2,18636,4883,4322,3817,2514,3100,21780,33309
"Coco, PR Micro Area",25397,851,1215,1586,1638,1694,1735,1551,1442,1621,1634,1634,1665,1589,1619,1368,1032,733,790,43.3,93.0,8032,1927,1739,1477,1433,1456,21611,29252
"Cody, WY Micro Area",30109,1545,1276,2277,1898,1440,1466,1634,1531,2078,1532,1667,1595,2676,2779,1658,1484,792,781,44.8,98.1,14446,5333,2567,3077,1929,1540,70533,94064
"Coeur d'Alene, ID Metro Area",177736,9803,11618,11523,10696,9348,10581,11700,11339,11835,10041,10593,10917,12739,11408,9965,6077,3958,3595,40.8,99.5,82964,30894,14562,18763,9339,9406,77034,98298
"Coldwater, MI Micro Area",44914,2813,2815,3081,2794,2386,2618,2755,2620,2738,2496,2820,3166,3283,2741,2481,1760,890,657,40.8,107.7,19251,4940,2847,3694,1976,5794,61958,78604
"College Station-Bryan, TX Metro Area",273280,15354,16050,15678,29281,45815,20503,18157,16839,14867,12614,12664,12367,12177,10334,8653,4862,3264,3801,28.4,100.8,131942,56174,23364,27116,11014,14274,59691,88300
"Colorado Springs, CO Metro Area",760782,46748,49231,50052,50289,58225,61827,59415,55989,46924,43029,42868,45921,43633,38662,27848,18773,10639,10709,35.4,103.4,357894,166671,57729,71290,28942,33262,87180,112662
"Columbia, MO Metro Area",212850,11781,12478,12080,18385,27146,15630,14411,14483,11634,11075,10842,11150,12189,9687,8375,5115,3215,3174,33.1,94.8,109294,52548,18111,20049,7924,10662,69463,93435
"Columbia, SC Metro Area",839868,46918,50251,55508,62796,64472,56351,56643,55077,52085,50388,51626,51563,53920,46336,35748,24157,13292,12737,37.5,94.2,397263,165249,62328,86225,30685,52776,66146,90520
"Columbus, GA-AL Metro Area",326136,21050,22937,21405,20867,22134,24967,24408,23310,18655,18580,18756,19939,19904,17236,12854,8104,5572,5458,36.1,96.7,129791,46987,22089,30509,10231,19975,57762,79777
"Columbus, IN Metro Area",82881,5272,5532,5893,5155,4984,6033,5536,5540,5640,4909,4820,5158,4703,4155,3857,2323,1842,1529,37.7,102.4,41316,17853,5824,7423,2416,7800,80365,101323
"Columbus, MS Micro Area",68323,4491,4316,4822,4407,4840,4740,4482,3692,4227,3970,3888,4313,4496,4102,2884,1796,1655,1202,37.4,91.2,27346,8484,4728,5430,2810,5894,51587,70782
"Columbus, NE Micro Area",44899,3191,3517,3526,3187,2553,2540,2505,3104,2353,2251,2836,2835,2951,2606,1715,1276,827,1126,37.5,107.2,23330,7378,2969,3482,2951,6550,75501,93691
"Columbus, OH Metro Area",2151847,135376,138640,145673,142329,135155,160486,168466,153819,147727,132866,134281,130408,125336,105442,81194,50625,32582,31442,36.6,98.2,1105666,507161,163391,216203,67846,151065,79847,108257
"Concord, NH Micro Area",155018,6964,8130,8240,9869,9753,9502,10217,9763,9618,9143,10399,11028,12417,9770,8751,5389,3069,2996,42.6,99.3,81079,35162,12120,16782,7462,9553,93944,119046
"Connersville, IN Micro Area",23390,1319,1161,1671,1609,1317,1360,1245,938,1645,1530,1549,1718,1522,1581,1331,928,529,437,43.9,97.7,10351,2759,2084,1837,899,2772,56659,70573
"Cookeville, TN Micro Area",143819,7798,8052,8738,10247,11642,9397,8905,7820,8359,8693,9045,8388,10297,9046,7173,4540,3380,2299,39.5,98.4,65460,21197,11536,12975,6701,13051,53328,72965
"Coos Bay-North Bend, OR Micro Area",64832,2843,3548,3219,3244,3015,3195,3586,3666,3799,3207,3771,4483,5506,5373,5371,3202,1921,1883,48.6,97.8,25850,8360,6540,4857,2924,3169,60313,78959
"Corbin, KY Micro Area",149625,9277,9982,9935,9706,9139,9492,10105,9209,9515,9367,9830,10248,9177,7829,7130,4154,2979,2551,39.0,98.3,55216,17249,10254,11721,4700,11292,45067,63536
"Cordele, GA Micro Area",19995,1291,1412,1141,1332,1000,1212,1010,1367,1404,932,1261,1261,1499,1292,1049,511,433,588,40.4,94.9,8149,2183,1507,1853,858,1748,42745,65205
"Corinth, MS Micro Area",34500,1810,2027,2482,2212,1934,2101,2239,2240,1799,2212,2476,2180,2311,1898,1880,1034,849,816,40.6,95.8,14429,4524,2170,2926,1282,3527,49404,69592
"Cornelia, GA Micro Area",46948,2673,2575,3186,3261,3173,2978,2910,2929,2706,2711,3014,2900,3001,2722,2493,1501,1200,1015,39.6,90.7,21099,6578,3527,4189,2823,3982,65622,84261
"Corning, NY Micro Area",93034,5080,5296,6159,5407,4896,5276,5732,5313,5527,5269,6191,6669,7324,6115,5033,3452,2021,2274,43.1,100.4,42084,16794,6867,7609,4360,6454,64740,86589
"Corpus Christi, TX Metro Area",446797,27605,29585,30619,30732,29749,30013,30338,30347,29140,26266,25851,27346,26597,23971,19098,13722,7527,8291,37.4,99.9,198442,66077,40065,41751,24872,25677,65801,88026
"Corsicana, TX Micro Area",53735,3630,4300,3913,4273,3487,3117,2933,3290,3075,3005,3118,3192,3452,3099,2371,1624,985,871,37.4,97.6,23558,6051,4650,4494,3046,5317,59310,79388
"Cortland, NY Micro Area",46401,2183,2466,2429,4669,5440,2750,2408,2661,2286,2481,2672,2822,3365,2573,2074,1299,984,839,36.5,99.3,23242,9074,4789,4233,2074,3072,67527,82947
"Corvallis, OR Metro Area",96359,3583,4227,4425,9517,15161,7012,5549,4734,5638,4784,4635,5075,5470,5625,4604,2764,1471,2085,33.8,100.8,47156,23876,8480,8007,2779,4014,76011,102528
"Coshocton, OH Micro Area",36679,2333,2421,2537,2291,1858,2064,2217,2282,1942,2014,2356,2293,2853,2430,1879,1127,881,901,41.0,98.7,15527,4608,2261,2800,2161,3697,54687,69218
"Crawfordsville, IN Micro Area",38155,2263,2524,2455,2568,2365,2317,2284,2326,1980,2258,2344,2458,2965,2302,1683,1344,987,732,40.0,103.8,18566,4869,3079,2953,2269,5396,66571,83964
"Crescent City, CA Micro Area",27293,1400,1556,1839,1495,1150,1918,1958,2104,1458,1518,1703,1654,2148,1957,1406,1025,689,315,40.8,119.4,10382,3557,2747,2063,1214,801,66780,86246
"Crestview-Fort Walton Beach-Destin, FL Metro Area",294127,17979,18709,17851,15918,17512,20585,21630,20274,18559,16198,16915,20038,21052,17607,13579,9170,5587,4964,39.2,103.2,131370,51878,25618,28423,12864,12587,79150,109797
"Crossville, TN Micro Area",62529,2652,2695,3314,2744,2674,2969,3061,2664,3172,3066,3691,4559,5376,6016,5626,3899,2550,1801,53.0,96.1,23132,6218,3823,5332,2701,5058,58475,73753
"Cullman, AL Micro Area",89463,5217,5698,5812,5452,4884,5451,5702,4782,5856,5704,5755,6206,6000,4807,5152,3372,2089,1524,41.1,98.0,39894,11824,6587,8920,5365,7198,60916,78002
"Cumberland, MD-WV Micro Area",94684,4417,4597,5310,5914,6984,5589,5681,5636,5738,5619,6051,6199,6686,5412,6018,3742,2660,2431,42.5,106.3,37072,12929,7995,7611,3066,5471,59413,76613
"Dallas-Fort Worth-Arlington, TX Metro Area",7807555,503010,538664,584041,560065,507070,569626,583543,570116,554905,517898,499704,469660,423180,327501,251842,161338,95910,89482,35.5,98.0,4000995,1730497,569249,839267,348235,513747,87155,120397
"Dalton, GA Metro Area",143400,8829,9930,10159,10512,9529,9252,9380,9003,9244,9225,9534,9218,8435,6373,6093,4093,2482,2109,37.2,100.2,66534,17983,8514,13756,6467,19814,65715,84682
"Danville, IL Micro Area",73179,4426,4561,5227,4515,4188,4275,4138,3998,4877,4007,4260,4979,5027,4607,3977,2733,1841,1543,41.2,100.1,30086,8483,5393,6128,3220,6862,54537,72146
"Danville, KY Micro Area",55123,3128,3401,3598,3525,3885,3315,3157,3073,3520,3316,3621,3865,3385,2947,3155,2028,1045,1159,40.7,99.7,22515,7995,3378,4100,2289,4753,56209,76170
"Danville, VA Micro Area",102387,5020,5499,5920,5786,6028,5823,5981,5191,5732,5833,6733,6830,8694,7503,6053,4507,2965,2289,45.2,93.4,42055,12387,8000,8635,4236,8797,48994,67492
"Daphne-Fairhope-Foley, AL Metro Area",239945,12448,13152,16079,14603,11675,12731,13681,14729,14537,14818,15648,15646,18872,16183,14726,10196,5411,4810,43.7,95.7,109556,39337,18439,25765,10809,15206,75019,100105
"Davenport-Moline-Rock Island, IA-IL Metro Area",381864,21951,24538,25046,25229,22013,22488,23595,24949,24163,22211,23034,24179,26210,22429,19944,13001,8265,8619,40.2,98.0,184364,70160,29928,36075,16355,31846,71925,93006
"Dayton-Kettering-Beavercreek, OH Metro Area",813608,47072,49581,51251,53356,53838,54013,54366,51748,47495,44593,49145,53535,53947,47217,40912,27001,17680,16858,39.1,95.5,387011,159846,64033,75538,24760,62834,69752,91647
"Decatur, AL Metro Area",156924,9350,9797,10484,9723,9097,9367,9376,9738,9673,9572,10449,10771,11176,9192,7553,5015,3555,3036,40.8,97.3,69434,22776,10123,13021,8167,15347,63987,84047
"Decatur, IL Metro Area",102591,6315,6825,6176,6468,6080,6097,6129,6196,5617,5853,5835,7135,6780,6561,5622,3222,2671,3009,40.9,92.2,43884,15630,7384,9433,3519,7918,62449,83784
"Decatur, IN Micro Area",35995,3119,2880,3447,2634,2368,2070,2034,1695,2042,1848,1992,1894,2230,1814,1431,648,823,1026,33.2,100.1,15428,4716,1791,3048,2249,3624,63128,80264
"Defiance, OH Micro Area",38258,2237,2507,2292,2680,2211,2245,2188,2415,2489,2241,2247,2302,2743,2582,1847,1700,732,600,40.8,100.9,18755,5711,2274,3542,2399,4829,73615,87099
"Del Rio, TX Micro Area",47647,3725,3915,3588,3537,3893,3632,3278,2863,2984,2604,2534,2676,1773,1792,1884,1295,780,894,32.3,106.9,19387,5364,4469,4391,2495,2668,59673,75738
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",689939,29815,33670,34305,37207,37011,37429,39293,37653,36523,37549,42942,47957,58168,56050,46974,35368,22114,19911,47.8,95.6,299930,109671,55554,73038,28549,33118,67599,89728
"Deming, NM Micro Area",25420,1921,1895,1641,2150,1448,1551,1656,1314,1237,1139,1268,1466,1466,1397,1417,923,830,701,36.6,103.5,8607,2307,1926,1541,1128,1705,37917,53645
"Denver-Aurora-Centennial, CO Metro Area",2977085,164434,168764,190194,180346,173085,243144,260336,240713,217662,193918,185990,176306,170640,141585,115477,69974,42122,42395,37.2,101.5,1654202,821488,233067,321788,125591,152268,102339,135703
"DeRidder, LA Micro Area",36646,2504,2687,2459,2438,2064,2388,2641,2503,2110,2266,2192,2596,1931,1803,1805,1061,767,431,36.9,105.2,14370,5033,1743,2752,2501,2341,64995,85624
"Des Moines-West Des Moines, IA Metro Area",720331,46622,50913,50435,47263,43688,51126,52154,53511,50276,43604,43841,42540,41653,33467,28647,17102,11536,11953,36.7,99.5,382003,173586,52724,76807,31389,47497,84209,109864
"Detroit Lakes, MN Micro Area",35260,1992,2388,2371,2377,1700,1691,1892,1830,2232,1806,1979,2402,2785,2511,2236,1365,779,924,43.2,100.4,16412,6195,2840,2932,1941,2504,71117,97828
"Detroit-Warren-Dearborn, MI Metro Area",4367620,246761,257731,278131,268441,255854,299245,297646,270992,261977,269130,296383,303680,304792,255764,202131,127947,82374,88641,40.2,96.2,2065420,877737,321240,410722,141259,314462,75123,102705
"Dickinson, ND Micro Area",38107,3145,3159,2606,2243,2059,2647,3122,2856,2481,1924,1878,2176,2346,1813,1224,885,718,825,35.1,111.7,18872,6886,2350,3485,2911,3240,82133,102573
"Dixon, IL Micro Area",34058,1683,1681,2205,1809,1656,2230,2286,2043,2253,1921,2216,2587,2435,2317,1728,1126,868,1014,43.0,111.8,15253,5215,2821,2512,1413,3292,68459,88472
"Dodge City, KS Micro Area",34133,3050,2762,3071,2466,2667,2370,2195,2544,1632,1857,1922,1897,1855,1396,894,676,375,504,31.9,109.5,16726,4442,2755,2783,2519,4227,70495,85037
"Dothan, AL Metro Area",151804,8988,9407,9773,9254,8201,9118,9363,9021,9707,9153,9964,9983,10554,9249,8175,5712,3132,3050,41.4,93.4,64951,21665,11346,14192,6755,10993,56772,77448
"Douglas, GA Micro Area",51422,3484,4186,3000,3763,2773,4038,3546,3059,3980,3148,2943,3073,3003,2953,1973,1333,712,455,36.5,104.0,20534,6325,2794,3803,2911,4701,48038,62234
"Dover, DE Metro Area",185043,10969,13166,10868,12928,12530,12089,12382,10654,11825,9987,10727,11523,12351,10563,9058,5817,4089,3517,38.5,93.0,84137,29935,14985,18003,7971,13243,72872,89176
"Dublin, GA Micro Area",58811,3524,3437,4512,3687,3463,3646,3531,3044,4450,3641,3609,3542,3899,3320,2984,1690,1439,1393,41.1,97.0,23558,7933,4545,4094,2865,4121,50316,74704
"DuBois, PA Micro Area",78902,3625,3832,4285,4196,4082,4717,4813,4692,4747,4980,5771,6406,5766,5337,4573,2737,2169,2174,45.6,110.6,34668,11408,6390,6029,3989,6852,60181,79059
"Dubuque, IA Metro Area",98948,5959,6735,5756,7088,6849,6251,5811,6820,5097,4997,5721,6345,6949,5689,4971,3006,2536,2368,38.8,98.6,51563,19589,8255,10721,3671,9327,75919,98871
"Duluth, MN-WI Metro Area",280710,13354,14633,16085,18775,21955,16141,16482,17445,16872,15262,16602,18461,21472,19212,15649,9583,5954,6773,41.6,102.9,136562,51942,26202,25270,14592,18556,71067,90632
"Dumas, TX Micro Area",21234,1910,1868,1838,1453,1621,1719,1391,1396,1211,1144,1090,1179,1032,996,485,184,351,366,30.6,110.6,9948,2717,1362,1423,1627,2819,61325,79523
"Duncan, OK Micro Area",43314,2473,2720,2916,2766,2296,2416,2583,3021,2224,2420,2595,2898,3153,3000,2148,1585,978,1122,40.9,95.8,17853,5882,2570,3684,2457,3260,60236,83122
"Durango, CO Micro Area",56088,2358,2944,2846,3730,3357,3095,3571,4039,3859,3581,3363,4043,4110,4450,3029,1867,1012,834,42.3,102.5,29059,13160,4563,5910,2813,2613,85296,106437
"Durant, OK Micro Area",47237,3019,2800,3558,3064,3313,3059,3467,3161,2541,2655,2915,2816,2669,2438,2251,1564,1037,910,36.8,95.8,20607,6867,4226,4303,2224,2987,54280,72300
"Durham-Chapel Hill, NC Metro Area",594291,31619,30380,35536,43856,45505,43680,44679,40956,36127,36039,36572,35782,36439,33503,26034,16876,10883,9825,37.6,92.4,302497,167718,42050,47072,21226,24431,81017,116697
"Dyersburg, TN Micro Area",36681,2227,2568,2420,2223,2200,2418,2156,2112,2306,2383,2237,2613,2389,1963,1912,1351,647,556,40.0,91.6,15899,4840,1972,3427,2046,3614,54973,89280
"Eagle Pass, TX Metro Area",57770,5042,5019,4996,4862,4505,4319,3637,3188,3377,3415,3326,2477,2733,2562,1414,1436,829,633,30.2,99.8,22428,5396,6006,4096,3047,3883,51270,66676
"Easton, MD Micro Area",37707,1586,2243,2013,1909,1446,1898,1925,1710,1852,1818,2510,2572,3165,2710,3084,1954,1428,1884,51.1,92.5,16877,7302,3009,3500,1495,1571,84378,121378
"East Stroudsburg, PA Micro Area",167784,7806,8365,9817,11086,10967,9564,9769,9328,9597,10128,12183,14356,13088,11873,8079,5459,3316,3003,43.9,100.2,78404,28462,14505,16171,6943,12323,82374,100240
"Eau Claire, WI Metro Area",172886,8953,9705,10645,12438,15318,11044,10859,11839,10135,9281,9981,10167,12146,9775,8348,5706,3064,3482,38.2,101.9,91333,34701,14910,18032,7080,16610,72513,95594
"Edwards, CO Micro Area",55374,2672,3063,3571,3420,2725,3625,4440,4758,4294,3854,4068,3358,3614,3238,1773,1907,739,255,39.3,116.6,32279,13793,6480,6370,3814,1822,103174,157411
"Effingham, IL Micro Area",44883,2953,3132,2866,2698,2278,2706,2916,2880,2496,2510,2612,2882,3515,2678,2258,1343,928,1232,40.0,102.8,22505,7608,3531,4620,2411,4335,74219,94052
"El Campo, TX Micro Area",41651,2824,2781,3118,2722,2628,2196,2778,2530,2984,2163,2254,2685,2542,2398,1922,1323,825,978,38.4,98.0,18181,5416,3203,3991,2549,3022,66100,89055
"El Centro, CA Metro Area",179319,12999,13565,15919,13844,12410,12771,13338,11727,10780,9477,10094,9102,9174,7947,6098,4261,2811,3002,33.0,105.6,61339,15579,16620,11517,9384,8239,56393,77390
"El Dorado, AR Micro Area",38368,2287,2373,2946,2423,2133,2360,2153,1802,2805,2308,2397,2308,2819,2599,1719,1315,744,877,41.5,95.5,16229,5047,2854,3536,1624,3168,50221,74494
"Elizabeth City, NC Micro Area",40830,2483,2433,2491,2742,2683,2887,2849,2239,2852,2100,2262,2528,2899,2472,1870,1416,711,913,39.0,96.5,17573,6502,3020,3997,1692,2362,63912,82744
"Elizabethtown, KY Metro Area",126480,7936,8526,9230,8082,7813,8258,8233,8999,7968,7953,7671,8126,8574,6468,5368,3045,2211,2019,37.8,98.4,54476,18988,8551,10194,4985,11758,67630,90890
"Elk City, OK Micro Area",22202,1342,1684,1450,1222,1371,1604,1646,2050,1471,1208,1240,1197,1483,1291,629,610,366,338,37.1,129.2,8227,2395,1482,1842,1658,850,52323,74334
"Elkhart-Goshen, IN Metro Area",206868,15036,14997,17020,15549,13467,13276,12900,12245,12789,11972,12324,12337,11579,9731,8466,5559,3272,4349,35.5,98.5,98106,28309,14833,17645,8914,28405,65617,86727
"Elkins, WV Micro Area",27782,1402,1394,1427,1622,1533,1817,1672,1714,1518,1672,1848,1558,2377,1666,1916,1275,779,592,44.2,113.5,10834,3614,1918,2196,1353,1753,55057,69817
"Elko, NV Micro Area",55512,3765,4292,4210,3793,3339,3725,4143,3972,3621,3267,3270,3785,3096,3016,1857,1426,480,455,35.7,110.0,27139,8414,4987,4870,5516,3352,83305,100909
"Ellensburg, WA Micro Area",44736,1921,2198,2370,3934,5037,3041,2610,2589,2310,2462,2577,2510,3486,2607,2161,1448,900,575,37.9,101.2,21906,8284,4954,4179,2163,2326,69928,95281
